checked,date,comment,no,endnoteID,author,year,lastname,author_year_format,author_year,title,country,site,multi_country,setting,representativeness,cohort_abbrev,cohort_abbrev,study_design,fup_period,fup_start,fup_end,dc_period,dc_start,dc_end,data_source,moa,sampling,sample_size,sex,age_specific,start_age,end_age,response_rate,attr_rate,comment about sample characteristics,instrument,diag_criteria,M_EstimateType,M_TypeofAnalysis,page,table,temporality_type,dx1_timing,dx2_timing,dx1_label,dx1_abbrev,dx2_label,dx2_abbrev,pair,unadj_type,unadj_subtype,unadj_rate,unadj_lower,unadj_upper,unadj_pvalue,adj_type,adj_subtype,adj_rate,adj_lower,adj_upper,adj_pvalue,adj_conf,cross_type,cross_subtype,a,b,c,d,double check bs:bv,unadj_indicator1,unadj_indicator2,unadj_indicator,unadjusted_type,adj_indicator,S_QRBackground,S_QRObjective,S_QRSetting,S_QRDataSource,S_QRDiagnosticCriteria,S_QRDiagnosticMethod,S_QRGeneralizability,S_QREstimate,S_QRAdjustment,S_QRBias,S_QRStatistics,S_QREthicalApproval,S_QRTotalScore
yes,4-Nov,,36,166,"Hasin, D.",2007,Hasin,Hasin et al (2007),Hasin et al (2007),"Prevalence, correlates, disability, and comorbidity of DSM-IV alcohol abuse and dependence in the United States: results from the National Epidemiologic Survey on Alcohol and Related Conditions",USA,,,,N,NESARC I,National Epidemiologic Survey on Alcohol and Related Conditions I,CS,,,,2,2001,2002,survey,face-to-face Interview (both),probability,43093,both,0,18,99,81,,,AUDADIS-IV,DSM-IV,odds ratios,logistic regression,836,5,LT,LT,LT,dysthymia,DYS,alcohol dependence,ALD,DYS-ALD,,,,,,,overall,,1.2,0.9,1.51,,"age, ethnicity, sex, education, income, marital status, urbanicity, geographic region, and other psychiatric disorders",,,,,,,,0,0,0,,1,1,1,1,2,2,3,1,1,1,0,1,0,14
yes,22-Oct,,1,34,"Hasin, D. S.",2005,Hasin,Hasin et al (2005),Hasin et al (2005),Epidemiology of major depressive disorder: results from the National Epidemiologic Survey on Alcoholism and Related Conditions,USA,,,,N,NESARC I,National Epidemiologic Survey on Alcohol and Related Conditions I,CS,,,,2,2001,2002,survey,Face-to-Face interview (both),multistage,43093,both,0,18,99,81,,,AUDADIS-IV,DSM-IV,odds ratios,logistic regression,1102,5,PP,12-month,12-month,alcohol abuse,ALA,major depressive disorder,DEP,ALA-DEP,overall,,1.3,1.1,1.6,,overall,,1.3,1.1,1.7,,"age, sex, race/ethnicity, marital status, education, income, region, and urbanicity.",,,,,,,,1,0,1,overall,1,1,1,1,2,2,3,1,1,1,0,1,0,14
yes,22-Oct,,2,34,"Hasin, D. S.",2005,Hasin,Hasin et al (2005),Hasin et al (2005),Epidemiology of major depressive disorder: results from the National Epidemiologic Survey on Alcoholism and Related Conditions,USA,,,,N,NESARC I,National Epidemiologic Survey on Alcohol and Related Conditions I,CS,,,,2,2001,2002,survey,Face-to-Face interview (both),multistage,43093,both,0,18,99,81,,,AUDADIS-IV,DSM-IV,odds ratios,logistic regression,1102,5,PP,12-month,12-month,alcohol dependence,ALD,major depressive disorder,DEP,ALD-DEP,overall,,2.4,1.9,3,,overall,,2.1,1.7,2.7,,"age, sex, race/ethnicity, marital status, education, income, region, and urbanicity.",,,,,,,,1,0,1,overall,1,1,1,1,2,2,3,1,1,1,0,1,0,14
yes,22-Oct,,3,34,"Hasin, D. S.",2005,Hasin,Hasin et al (2005),Hasin et al (2005),Epidemiology of major depressive disorder: results from the National Epidemiologic Survey on Alcoholism and Related Conditions,USA,,,,N,NESARC I,National Epidemiologic Survey on Alcohol and Related Conditions I,CS,,,,2,2001,2002,survey,Face-to-Face interview (both),multistage,43093,both,0,18,99,81,,,AUDADIS-IV,DSM-IV,odds ratios,logistic regression,1102,5,PP,12-month,12-month,any alcohol use disorder,AUD,major depressive disorder,DEP,AUD-DEP,overall,,1.8,1.6,2.2,,overall,,1.8,1.5,2.2,,"age, sex, race/ethnicity, marital status, education, income, region, and urbanicity.",,,,,,,,1,0,1,overall,1,1,1,1,2,2,3,1,1,1,0,1,0,14
yes,22-Oct,,4,34,"Hasin, D. S.",2005,Hasin,Hasin et al (2005),Hasin et al (2005),Epidemiology of major depressive disorder: results from the National Epidemiologic Survey on Alcoholism and Related Conditions,USA,,,,N,NESARC I,National Epidemiologic Survey on Alcohol and Related Conditions I,CS,,,,2,2001,2002,survey,Face-to-Face interview (both),multistage,43093,both,0,18,99,81,,,AUDADIS-IV,DSM-IV,odds ratios,logistic regression,1102,5,PP,12-month,12-month,any drug abuse,DRA,major depressive disorder,DEP,DRA-DEP,overall,,1.7,1.2,2.4,,overall,,1.4,0.9,2.1,,"age, sex, race/ethnicity, marital status, education, income, region, and urbanicity.",,,,,,,,1,0,1,overall,1,1,1,1,2,2,3,1,1,1,0,1,0,14
yes,22-Oct,,5,34,"Hasin, D. S.",2005,Hasin,Hasin et al (2005),Hasin et al (2005),Epidemiology of major depressive disorder: results from the National Epidemiologic Survey on Alcoholism and Related Conditions,USA,,,,N,NESARC I,National Epidemiologic Survey on Alcohol and Related Conditions I,CS,,,,2,2001,2002,survey,Face-to-Face interview (both),multistage,43093,both,0,18,99,81,,,AUDADIS-IV,DSM-IV,odds ratios,logistic regression,1102,5,PP,12-month,12-month,any drug dependence,DRD,major depressive disorder,DEP,DRD-DEP,overall,,4.7,3.2,6.8,,overall,,3.7,2.5,5.7,,"age, sex, race/ethnicity, marital status, education, income, region, and urbanicity.",,,,,,,,1,0,1,overall,1,1,1,1,2,2,3,1,1,1,0,1,0,14
yes,22-Oct,,6,34,"Hasin, D. S.",2005,Hasin,Hasin et al (2005),Hasin et al (2005),Epidemiology of major depressive disorder: results from the National Epidemiologic Survey on Alcoholism and Related Conditions,USA,,,,N,NESARC I,National Epidemiologic Survey on Alcohol and Related Conditions I,CS,,,,2,2001,2002,survey,Face-to-Face interview (both),multistage,43093,both,0,18,99,81,,,AUDADIS-IV,DSM-IV,odds ratios,logistic regression,1102,5,PP,12-month,12-month,any drug use disorder,DUD,major depressive disorder,DEP,DUD-DEP,overall,,2.6,2,3.2,,overall,,2.2,1.7,2.9,,"age, sex, race/ethnicity, marital status, education, income, region, and urbanicity.",,,,,,,,1,0,1,overall,1,1,1,1,2,2,3,1,1,1,0,1,0,14
yes,22-Oct,,7,34,"Hasin, D. S.",2005,Hasin,Hasin et al (2005),Hasin et al (2005),Epidemiology of major depressive disorder: results from the National Epidemiologic Survey on Alcoholism and Related Conditions,USA,,,,N,NESARC I,National Epidemiologic Survey on Alcohol and Related Conditions I,CS,,,,2,2001,2002,survey,Face-to-Face interview (both),multistage,43093,both,0,18,99,81,,,AUDADIS-IV,DSM-IV,odds ratios,logistic regression,1102,5,PP,12-month,12-month,nicotine dependence,NICD,major depressive disorder,DEP,NICD-DEP,overall,,2.6,2.3,2.9,,overall,,2.2,2,2.5,,"age, sex, race/ethnicity, marital status, education, income, region, and urbanicity.",,,,,,,,1,0,1,overall,1,1,1,1,2,2,3,1,1,1,0,1,0,14
yes,22-Oct,,8,34,"Hasin, D. S.",2005,Hasin,Hasin et al (2005),Hasin et al (2005),Epidemiology of major depressive disorder: results from the National Epidemiologic Survey on Alcoholism and Related Conditions,USA,,,,N,NESARC I,National Epidemiologic Survey on Alcohol and Related Conditions I,CS,,,,2,2001,2002,survey,Face-to-Face interview (both),multistage,43093,both,0,18,99,81,,,AUDADIS-IV,DSM-IV,odds ratios,logistic regression,1102,5,LT,LT,LT,alcohol abuse,ALA,major depressive disorder,DEP,ALA-DEP,overall,,1.1,1.2,1.3,,overall,,1.2,1.1,1.3,,"age, sex, race/ethnicity, marital status, education, income, region, and urbanicity.",,,,,,,,1,0,1,overall,1,1,1,1,2,2,3,1,1,1,0,1,0,14
yes,22-Oct,,9,34,"Hasin, D. S.",2005,Hasin,Hasin et al (2005),Hasin et al (2005),Epidemiology of major depressive disorder: results from the National Epidemiologic Survey on Alcoholism and Related Conditions,USA,,,,N,NESARC I,National Epidemiologic Survey on Alcohol and Related Conditions I,CS,,,,2,2001,2002,survey,Face-to-Face interview (both),multistage,43093,both,0,18,99,81,,,AUDADIS-IV,DSM-IV,odds ratios,logistic regression,1102,5,LT,LT,LT,alcohol dependence,ALD,major depressive disorder,DEP,ALD-DEP,overall,,2.1,1.9,2.3,,overall,,1.9,1.7,2.1,,"age, sex, race/ethnicity, marital status, education, income, region, and urbanicity.",,,,,,,,1,0,1,overall,1,1,1,1,2,2,3,1,1,1,0,1,0,14
yes,22-Oct,,10,34,"Hasin, D. S.",2005,Hasin,Hasin et al (2005),Hasin et al (2005),Epidemiology of major depressive disorder: results from the National Epidemiologic Survey on Alcoholism and Related Conditions,USA,,,,N,NESARC I,National Epidemiologic Survey on Alcohol and Related Conditions I,CS,,,,2,2001,2002,survey,Face-to-Face interview (both),multistage,43093,both,0,18,99,81,,,AUDADIS-IV,DSM-IV,odds ratios,logistic regression,1102,5,LT,LT,LT,any alcohol use disorder,AUD,major depressive disorder,DEP,AUD-DEP,overall,,1.7,1.5,1.8,,overall,,1.9,1.7,2,,"age, sex, race/ethnicity, marital status, education, income, region, and urbanicity.",,,,,,,,1,0,1,overall,1,1,1,1,2,2,3,1,1,1,0,1,0,14
yes,22-Oct,,11,34,"Hasin, D. S.",2005,Hasin,Hasin et al (2005),Hasin et al (2005),Epidemiology of major depressive disorder: results from the National Epidemiologic Survey on Alcoholism and Related Conditions,USA,,,,N,NESARC I,National Epidemiologic Survey on Alcohol and Related Conditions I,CS,,,,2,2001,2002,survey,Face-to-Face interview (both),multistage,43093,both,0,18,99,81,,,AUDADIS-IV,DSM-IV,odds ratios,logistic regression,1102,5,LT,LT,LT,any drug abuse,DRA,major depressive disorder,DEP,DRA-DEP,overall,,1.7,1.6,1.9,,overall,,1.7,1.5,1.9,,"age, sex, race/ethnicity, marital status, education, income, region, and urbanicity.",,,,,,,,1,0,1,overall,1,1,1,1,2,2,3,1,1,1,0,1,0,14
yes,22-Oct,,12,34,"Hasin, D. S.",2005,Hasin,Hasin et al (2005),Hasin et al (2005),Epidemiology of major depressive disorder: results from the National Epidemiologic Survey on Alcoholism and Related Conditions,USA,,,,N,NESARC I,National Epidemiologic Survey on Alcohol and Related Conditions I,CS,,,,2,2001,2002,survey,Face-to-Face interview (both),multistage,43093,both,0,18,99,81,,,AUDADIS-IV,DSM-IV,odds ratios,logistic regression,1102,5,LT,LT,LT,any drug dependence,DRD,major depressive disorder,DEP,DRD-DEP,overall,,2.6,2.2,3.1,,overall,,2.5,2.1,3.1,,"age, sex, race/ethnicity, marital status, education, income, region, and urbanicity.",,,,,,,,1,0,1,overall,1,1,1,1,2,2,3,1,1,1,0,1,0,14
yes,22-Oct,,13,34,"Hasin, D. S.",2005,Hasin,Hasin et al (2005),Hasin et al (2005),Epidemiology of major depressive disorder: results from the National Epidemiologic Survey on Alcoholism and Related Conditions,USA,,,,N,NESARC I,National Epidemiologic Survey on Alcohol and Related Conditions I,CS,,,,2,2001,2002,survey,Face-to-Face interview (both),multistage,43093,both,0,18,99,81,,,AUDADIS-IV,DSM-IV,odds ratios,logistic regression,1102,5,LT,LT,LT,any drug use disorder,DUD,major depressive disorder,DEP,DUD-DEP,overall,,2,1.9,2.2,,overall,,2,1.9,2.3,,"age, sex, race/ethnicity, marital status, education, income, region, and urbanicity.",,,,,,,,1,0,1,overall,1,1,1,1,2,2,3,1,1,1,0,1,0,14
yes,22-Oct,,14,34,"Hasin, D. S.",2005,Hasin,Hasin et al (2005),Hasin et al (2005),Epidemiology of major depressive disorder: results from the National Epidemiologic Survey on Alcoholism and Related Conditions,USA,,,,N,NESARC I,National Epidemiologic Survey on Alcohol and Related Conditions I,CS,,,,2,2001,2002,survey,Face-to-Face interview (both),multistage,43093,both,0,18,99,81,,,AUDADIS-IV,DSM-IV,odds ratios,logistic regression,1102,5,LT,LT,LT,nicotine dependence,NICD,major depressive disorder,DEP,NICD-DEP,overall,,2.3,2.1,2.5,,overall,,2.1,2,2.3,,"age, sex, race/ethnicity, marital status, education, income, region, and urbanicity.",,,,,,,,1,0,1,overall,1,1,1,1,2,2,3,1,1,1,0,1,0,14
yes,23-Nov,,1,199,"Jaffee, Sara R.",2002,Jaffee,Jaffee et al (2002),Jaffee et al (2002),Differences in Early Childhood Risk Factors for Juvenile-Onset and Adult-Onset Depression,New Zealand,Dunedin,,,S,DMHDS,Dunedin Multidisciplinary Health and Development Study,PC,27,1973,1999,,,,birth cohort,Face-to-Face interview (both),,998,both,,26,26,,,,DIS,"DSM-III-R, DSM-IV",odds ratios,logistic regression,216,1,TO,TO,TO,MDD,DEP,alcohol dependence,ALD,DEP-ALD,,,,,,,overall,,2.91,2,4.24,,sex,,,,,,,,0,0,0,,1,1,1,1,1,2,3,1,1,1,1,1,0,14
yes,23-Nov,,2,199,"Jaffee, Sara R.",2002,Jaffee,Jaffee et al (2002),Jaffee et al (2002),Differences in Early Childhood Risk Factors for Juvenile-Onset and Adult-Onset Depression,New Zealand,Dunedin,,,S,DMHDS,Dunedin Multidisciplinary Health and Development Study,PC,27,1973,1999,,,,birth cohort,Face-to-Face interview (both),,998,both,,26,26,,,,DIS,"DSM-III-R, DSM-IV",odds ratios,logistic regression,216,1,TO,TO,TO,MDD,DEP,marijuana dependence,MARD,DEP-MARD,,,,,,,overall,,2.39,1.49,3.83,,sex,,,,,,,,0,0,0,,1,1,1,1,1,2,3,1,1,1,1,1,0,14
yes,23-Nov,DERIVED ESTIMATE,3,79,"John, W.",2017,John,John et al (2017),John et al (2017),Trends and correlates of cocaine use and cocaine use disorder in the United States from 2011 to 2020,USA,,,,N,NSDUH,National Survey on Drug Use and Health,CS,,,,5,2011,2015,survey,face-to-face Interview (both),multistage,281242,both,0,12,99,70.0-74.0,,sample size used 81584,unclear,DSM-IV,odds ratios,logistic regression,,,PP,12-month,unclear,major depressive episode,DEP,cocaine use disorder,COCUD,DEP-COCUD,,,,,,,overall,,2.98,2.41,3.68,,"age, ethnicity, family income, residential location, past-year tobacco use, alcohol use, cannabis use, heroin use, survey year",,,,,,,,0,0,0,,1,1,1,1,2,2,3,1,1,1,0,1,0,14
yes,23-Nov,,1,169,"Junsirimongkol, B.",2012,Junsirimongkol,Junsirimongkol et al (2012),Junsirimongkol et al (2012),The prevalence of alcohol use disorders and psychiatric comorbidity in Thailand: national epidemiological survey 2008,Thailand,,,,N,,,CS,,,,1,2008,2008,survey,Face-to-Face interview (both),multistage,17140,both,0,15,59,,,,AUDADIS-IV,DSM-IV,odds ratios,logistic regression,,4,PP,12-month,12-month,affective disorder,MOOD,alcohol abuse,ALA,MOOD-ALA,overall,,1.1,0.6,1.8,,,,,,,,,,,,,,,,1,0,1,overall,0,1,1,1,2,2,3,1,1,0,0,1,0,13
yes,23-Nov,,2,169,"Junsirimongkol, B.",2012,Junsirimongkol,Junsirimongkol et al (2012),Junsirimongkol et al (2012),The prevalence of alcohol use disorders and psychiatric comorbidity in Thailand: national epidemiological survey 2009,Thailand,,,,N,,,CS,,,,1,2008,2008,survey,Face-to-Face interview (both),multistage,17140,both,0,15,59,,,,AUDADIS-IV,DSM-IV,odds ratios,logistic regression,,4,PP,12-month,12-month,affective disorder,MOOD,alcohol dependence,ALD,MOOD-ALD,overall,,2.2,1.5,3.2,,,,,,,,,,,,,,,,1,0,1,overall,0,1,1,1,2,2,3,1,1,0,0,1,0,13
yes,23-Nov,,3,169,"Junsirimongkol, B.",2012,Junsirimongkol,Junsirimongkol et al (2012),Junsirimongkol et al (2012),The prevalence of alcohol use disorders and psychiatric comorbidity in Thailand: national epidemiological survey 2010,Thailand,,,,N,,,CS,,,,1,2008,2008,survey,Face-to-Face interview (both),multistage,17140,both,0,15,59,,,,AUDADIS-IV,DSM-IV,odds ratios,logistic regression,,4,PP,12-month,12-month,affective disorder,MOOD,alcohol use disorder,AUD,MOOD-AUD,overall,,1.8,1.3,2.5,,,,,,,,,,,,,,,,1,0,1,overall,0,1,1,1,2,2,3,1,1,0,0,1,0,13
yes,23-Nov,,4,169,"Junsirimongkol, B.",2012,Junsirimongkol,Junsirimongkol et al (2012),Junsirimongkol et al (2012),The prevalence of alcohol use disorders and psychiatric comorbidity in Thailand: national epidemiological survey 2011,Thailand,,,,N,,,CS,,,,1,2008,2008,survey,Face-to-Face interview (both),multistage,17140,both,0,15,59,,,,AUDADIS-IV,DSM-IV,odds ratios,logistic regression,,4,PP,12-month,12-month,major depressive episode,DEP,alcohol abuse,ALA,DEP-ALA,overall,,1.1,0.6,2,,,,,,,,,,,,,,,,1,0,1,overall,0,1,1,1,2,2,3,1,1,0,0,1,0,13
yes,23-Nov,,5,169,"Junsirimongkol, B.",2012,Junsirimongkol,Junsirimongkol et al (2012),Junsirimongkol et al (2012),The prevalence of alcohol use disorders and psychiatric comorbidity in Thailand: national epidemiological survey 2012,Thailand,,,,N,,,CS,,,,1,2008,2008,survey,Face-to-Face interview (both),multistage,17140,both,0,15,59,,,,AUDADIS-IV,DSM-IV,odds ratios,logistic regression,,4,PP,12-month,12-month,major depressive episode,DEP,alcohol dependence,ALD,DEP-ALD,overall,,2,1.3,3.1,,,,,,,,,,,,,,,,1,0,1,overall,0,1,1,1,2,2,3,1,1,0,0,1,0,13
yes,23-Nov,,6,169,"Junsirimongkol, B.",2012,Junsirimongkol,Junsirimongkol et al (2012),Junsirimongkol et al (2012),The prevalence of alcohol use disorders and psychiatric comorbidity in Thailand: national epidemiological survey 2013,Thailand,,,,N,,,CS,,,,1,2008,2008,survey,Face-to-Face interview (both),multistage,17140,both,0,15,59,,,,AUDADIS-IV,DSM-IV,odds ratios,logistic regression,,4,PP,12-month,12-month,major depressive episode,DEP,alcohol use disorder,AUD,DEP-AUD,overall,,1.7,1.2,2.5,,,,,,,,,,,,,,,,1,0,1,overall,0,1,1,1,2,2,3,1,1,0,0,1,0,13
yes,23-Nov,,7,169,"Junsirimongkol, B.",2012,Junsirimongkol,Junsirimongkol et al (2012),Junsirimongkol et al (2012),The prevalence of alcohol use disorders and psychiatric comorbidity in Thailand: national epidemiological survey 2014,Thailand,,,,N,,,CS,,,,1,2008,2008,survey,Face-to-Face interview (both),multistage,17140,both,0,15,59,,,,AUDADIS-IV,DSM-IV,odds ratios,logistic regression,,4,PP,12-month,12-month,dysthymia,DYS,alcohol dependence,ALD,DYS-ALD,overall,,0.8,0.2,1.8,,,,,,,,,,,,,,,,1,0,1,overall,0,1,1,1,2,2,3,1,1,0,0,1,0,13
yes,23-Nov,,8,169,"Junsirimongkol, B.",2012,Junsirimongkol,Junsirimongkol et al (2012),Junsirimongkol et al (2012),The prevalence of alcohol use disorders and psychiatric comorbidity in Thailand: national epidemiological survey 2015,Thailand,,,,N,,,CS,,,,1,2008,2008,survey,Face-to-Face interview (both),multistage,17140,both,0,15,59,,,,AUDADIS-IV,DSM-IV,odds ratios,logistic regression,,4,PP,12-month,12-month,dysthymia,DYS,alcohol use disorder,AUD,DYS-AUD,overall,,0.5,0.1,1.6,,,,,,,,,,,,,,,,1,0,1,overall,0,1,1,1,2,2,3,1,1,0,0,1,0,13
yes,20-Nov,nicotine and alcohol use/abuse was not defined in the criteria so I did not extract use figures as it could equal non-abusive use,1,170,"Kandel, D.",2001,Kandel,Kandel et al (2001),Kandel et al (2001),Comorbidity between patterns of substance use dependence and psychiatric syndromes,USA,,,,N,NHSDA,National Household Survey on Drug Abuse,CS,,,,3,1994,1996,survey,face-to-face Interview (both),multistage,39994,both,0,12,99,78.2-80.6,,,unclear,DSM-IV,odds ratios,logistic regression,238,2,PP,12-month,unclear,nicotine dependence,NICD,major depressive episode,DEP,NICD-DEP,,,,,,,overall,,3.1,2.5,3.9,,"gender, age, ethnicity, education, marital status, employment status, family income, urbanicity, region of the country",,,,,,,,0,0,0,,1,1,1,1,2,2,3,0,1,1,1,1,0,14
yes,20-Nov,nicotine and alcohol use/abuse was not defined in the criteria so I did not extract use figures as it could equal non-abusive use,2,170,"Kandel, D.",2001,Kandel,Kandel et al (2001),Kandel et al (2001),Comorbidity between patterns of substance use dependence and psychiatric syndromes,USA,,,,N,NHSDA,National Household Survey on Drug Abuse,CS,,,,3,1994,1996,survey,face-to-face Interview (both),multistage,39994,both,0,12,99,78.2-80.6,,,unclear,DSM-IV,odds ratios,logistic regression,238,2,PP,12-month,unclear,alcohol dependence,ALD,major depressive episode,DEP,ALD-DEP,,,,,,,overall,,4.1,3,5.6,,"gender, age, ethnicity, education, marital status, employment status, family income, urbanicity, region of the country",,,,,,,,0,0,0,,1,1,1,1,2,2,3,0,1,1,1,1,0,14
yes,20-Nov,nicotine and alcohol use/abuse was not defined in the criteria so I did not extract use figures as it could equal non-abusive use,3,170,"Kandel, D.",2001,Kandel,Kandel et al (2001),Kandel et al (2001),Comorbidity between patterns of substance use dependence and psychiatric syndromes,USA,,,,N,NHSDA,National Household Survey on Drug Abuse,CS,,,,3,1994,1996,survey,face-to-face Interview (both),multistage,39994,both,0,12,99,78.2-80.6,,,unclear,DSM-IV,odds ratios,logistic regression,238,2,PP,12-month,unclear,drug dependence,DRD,major depressive episode,DEP,DRD-DEP,,,,,,,overall,,4.2,3.2,5.4,,"gender, age, ethnicity, education, marital status, employment status, family income, urbanicity, region of the country",,,,,,,,0,0,0,,1,1,1,1,2,2,3,0,1,1,1,1,0,14
yes,20-Nov,nicotine and alcohol use/abuse was not defined in the criteria so I did not extract use figures as it could equal non-abusive use,7,170,"Kandel, D.",2001,Kandel,Kandel et al (2001),Kandel et al (2001),Comorbidity between patterns of substance use dependence and psychiatric syndromes,USA,,,,N,NHSDA,National Household Survey on Drug Abuse,CS,,,,3,1994,1996,survey,face-to-face Interview (both),multistage,39994,both,0,12,99,78.2-80.6,,,unclear,DSM-IV,odds ratios,logistic regression,239,3,PP,12-month,unclear,any substance dependence,SD,major depressive episode,DEP,SD-DEP,,,,,,,overall,,3.4,2.4,4.8,,"gender, age, ethnicity, education, marital status, employment status, family income, urbanicity, region of the country",,,,,,,,0,0,0,,1,1,1,1,2,2,3,0,1,1,1,1,0,14
yes,20-Nov,,1,171,"Kandel, D.",1999,Kandel,Kandel et al (1999),Kandel et al (1999),Psychiatric comorbidity among adolescents with substance use disorders: findings from the MECA Study,USA,,"Connecticut, Georgia, Westchester County, Puerto Rico",,S,MECA,Epidemiology of Child and Adolescent Mental Disorders,CS,,,,1,1992,1992,survey,face-to-face Interview (both),probability,401,both,1,14,17,,,,DISC,DSM-III-R,odds ratios,logistic regression,695,1,PP,6-month,6-month,any mood disorder,MOOD,substance use disorder,SUD,MOOD-SUD,,,,,,,age,14-17,3.7,1.4,10.1,,"age, sex, father's education, site",,,,,,,,0,0,0,,1,1,1,1,2,2,3,1,1,1,1,0,0,14
yes,10-Nov,,2,200,"Kawakami, Norito",2004,Kawakami,Kawakami et al (2004),Kawakami et al (2004),Lifetime and 6-month prevalence of DSM-III-R psychiatric disorders in an urban community in Japan,Japan,Gifu prefecture,,,S,,,CS,,,,3,1997,1999,survey,Face-to-Face interview (both),multistage,1029,both,0,20,99,57,,,CIDI,DSM-III-R,odds ratios,chi-squared,296,text,PP,6-month,6-month,any mood disorder,MOOD,any alcohol use disorder,AUD,MOOD-AUD,,,,,,,,,,,,,,overall,,5,37,73,914,1.691965939,0,1,1,overall,0,1,1,1,2,2,3,1,1,1,1,1,1,16
yes,20-Nov,DERIVED ESTIMATE,4,75,"Kenneson, A.",2013,Kenneson,Kenneson et al (2013),Kenneson et al (2013),Substance use disorders increase the odds of subsequent mood disorders,USA,,,,N,NCSR,National Comorbidity Survey Replication,CS,,,,3,2001,2003,survey,face-to-face Interview (both),multistage,5692,both,1,18,99,,,5217 used in analysis,CIDI,DSM-IV,odds ratios,logistic regression,,,TO,TO,TO,any mood disorder,MOOD,substance use disorder,SUD,MOOD-SUD,,,,,,,age,<34,2.93,2.45,3.51,,"age, sex, ethnicity",,,,,,,,0,0,0,,1,1,1,1,2,2,3,0,1,1,1,1,1,15
yes,20-Nov,DERIVED ESTIMATE,8,75,"Kenneson, A.",2013,Kenneson,Kenneson et al (2013),Kenneson et al (2013),Substance use disorders increase the odds of subsequent mood disorders,USA,,,,N,NCSR,National Comorbidity Survey Replication,CS,,,,3,2001,2003,survey,face-to-face Interview (both),multistage,5692,both,1,18,99,,,5217 used in analysis,CIDI,DSM-IV,odds ratios,logistic regression,,,TO,TO,TO,major depressive disorder,DEP,substance use disorder,SUD,DEP-SUD,,,,,,,age,<34,2.44,1.99,2.98,,"age, sex, ethnicity",,,,,,,,0,0,0,,1,1,1,1,2,2,3,0,1,1,1,1,1,15
yes,20-Nov,DERIVED ESTIMATE,12,75,"Kenneson, A.",2013,Kenneson,Kenneson et al (2013),Kenneson et al (2013),Substance use disorders increase the odds of subsequent mood disorders,USA,,,,N,NCSR,National Comorbidity Survey Replication,CS,,,,3,2001,2003,survey,face-to-face Interview (both),multistage,5692,both,1,18,99,,,5217 used in analysis,CIDI,DSM-IV,odds ratios,logistic regression,,,TO,TO,TO,dysthymia,DYS,substance use disorder,SUD,DYS-SUD,,,,,,,age,<34,3.07,2.43,3.87,,"age, sex, ethnicity",,,,,,,,0,0,0,,1,1,1,1,2,2,3,0,1,1,1,1,1,15
yes,20-Nov,DERIVED ESTIMATE,16,75,"Kenneson, A.",2013,Kenneson,Kenneson et al (2013),Kenneson et al (2013),Substance use disorders increase the odds of subsequent mood disorders,USA,,,,N,NCSR,National Comorbidity Survey Replication,CS,,,,3,2001,2003,survey,face-to-face Interview (both),multistage,5692,both,1,18,99,,,5217 used in analysis,CIDI,DSM-IV,odds ratios,logistic regression,,,TO,TO,TO,bipolar disorder,BIPOLAR,substance use disorder,SUD,BIPOLAR-SUD,,,,,,,age,<34,3.78,2.77,5.17,,"age, sex, ethnicity",,,,,,,,0,0,0,,1,1,1,1,2,2,3,0,1,1,1,1,1,15
yes,22-Oct,DERIVED ESTIMATE,3,172,"Kessler, R.",2006,Kessler,Kessler et al (2006),Kessler et al (2006),Cross-National Comparisons of Co-Morbidities between Substance Use Disorders and Mental Disorders,Multiple,"California (USA), Munich (Germany), Mexico City (Mexico), Netherlands, Ontario (Canada), Sao Paulo (Brazil)",,,S,,,CS,,,,8,1990,1997,survey,face-to-face Interview (both),probability,30884,both,0,14,64,60.4-90.0,,,,DSM-III-R,odds ratios,logistic regression,,,LT,LT,LT,major depression,DEP,alcohol dependence,ALD,DEP-ALD,overall,,3.18,2.8,3.6,,,,,,,,,,,,,,,,1,0,1,overall,0,1,1,1,2,2,3,0,1,1,1,1,0,14
yes,22-Oct,DERIVED ESTIMATE,6,172,"Kessler, R.",2006,Kessler,Kessler et al (2006),Kessler et al (2006),Cross-National Comparisons of Co-Morbidities between Substance Use Disorders and Mental Disorders,Multiple,"California (USA), Munich (Germany), Mexico City (Mexico), Netherlands, Ontario (Canada), Sao Paulo (Brazil)",,,S,,,CS,,,,8,1990,1997,survey,face-to-face Interview (both),probability,30884,both,0,14,64,60.4-90.0,,,,DSM-III-R,odds ratios,logistic regression,,,LT,LT,LT,dysthymia,DYS,alcohol dependence,ALD,DYS-ALD,overall,,3.53,2.93,4.24,,,,,,,,,,,,,,,,1,0,1,overall,0,1,1,1,2,2,3,0,1,1,1,1,0,14
